(0, 1188)
(1, 1188)
(2, 1202)
(3, 1241)
(4, 1188)
(5, 1188)
(6, 1188)
(7, 1188)
(8, 1210)
(9, 1222)
(10, 1188)
(11, 1188)
(12, 1199)
(13, 1188)
(14, 1224)
(15, 1194)
(16, 1196)
(17, 1188)
(18, 1203)
(19, 1204)
(20, 1188)
(21, 1188)
(22, 1223)
(23, 1188)
(24, 1188)
(25, 1188)
(26, 1228)
(27, 1188)
(28, 1188)
(29, 1226)
(30, 1188)
(31, 1209)
(32, 1208)
(33, 1188)
(34, 1188)
(35, 1197)
(36, 1188)
(37, 1190)
(38, 1188)
(39, 1213)
(40, 1188)
(41, 1215)
(42, 1212)
(43, 1199)
(44, 1188)
(45, 1188)
(46, 1257)
(47, 1188)
(48, 1188)
(49, 1188)
(50, 1188)
(51, 1219)
(52, 1188)
(53, 1188)
(54, 1188)
(55, 1238)
(56, 1188)
(57, 1188)
(58, 1196)
(59, 1232)
(60, 1198)
(61, 1188)
(62, 1190)
(63, 1188)
(64, 1188)
(65, 1216)
(66, 1190)
(67, 1188)
(68, 1188)
(69, 1188)
(70, 1188)
(71, 1188)
(72, 1188)
(73, 1188)
(74, 1188)
(75, 1196)
(76, 1222)
(77, 1188)
(78, 1188)
(79, 1188)
(80, 1188)
(81, 1188)
(82, 1188)
(83, 1188)
(84, 1202)
(85, 1203)
(86, 3075)
(87, 9754)
(88, 11858)
(89, 1188)
(90, 5894)
(91, 5181)
(92, 7774)
(93, 10293)
(94, 3655)
(95, 7746)
(96, 8724)
(97, 6578)
(98, 12649)
(99, 11824)
(100, 3068)
(101, 1425)
(102, 3781)
(103, 6802)
(104, 9816)
(105, 6788)
(106, 1965)
(107, 11476)
(108, 5200)
(109, 13203)
(110, 9086)
(111, 3016)
(112, 5159)
(113, 7382)
(114, 6919)
(115, 7197)
(116, 2284)
(117, 1188)
(118, 7843)
(119, 3442)
(120, 10070)
(121, 11585)
(122, 1188)
(123, 6283)
(124, 1961)
(125, 4980)
(126, 7187)
(127, 14104)
(128, 5609)
(129, 3025)
(130, 13070)
(131, 11682)
(132, 8612)
(133, 1188)
(134, 13050)
(135, 8893)
(136, 5436)
(137, 13163)
(138, 3083)
(139, 4085)
(140, 12907)
(141, 6378)
(142, 6203)
(143, 5204)
(144, 10101)
(145, 2937)
(146, 1188)
(147, 1623)
(148, 9374)
(149, 1618)
(150, 11012)
(151, 7132)
(152, 11441)
(153, 12261)
(154, 1188)
(155, 7445)
(156, 3850)
(157, 6092)
(158, 11125)
(159, 12295)
(160, 8969)
(161, 8432)
(162, 12154)
(163, 1188)
(164, 9081)
(165, 13687)
(166, 11078)
(167, 3568)
(168, 12709)
(169, 2481)
(170, 8855)
(171, 6907)
(172, 2787)
(173, 2447)
(174, 12235)
(175, 4001)
(176, 6121)
(177, 11614)
(178, 12631)
(179, 13142)
(180, 5130)
(181, 4689)
(182, 7471)
(183, 13882)
(184, 10910)
(185, 12634)
(186, 7238)
(187, 6387)
(188, 11341)
(189, 8936)
(190, 9454)
(191, 7024)
(192, 10591)
(193, 3775)
(194, 8156)
(195, 11571)
(196, 1967)
(197, 1784)
(198, 4853)
(199, 3390)
(200, 1746)
(201, 2084)
(202, 1807)
(203, 1188)
(204, 1188)
(205, 9798)
(206, 1555)
(207, 3200)
(208, 9005)
(209, 2744)
(210, 1720)
(211, 1807)
(212, 10146)
(213, 10096)
(214, 8471)
(215, 9981)
(216, 8806)
(217, 3596)
(218, 5242)
(219, 6509)
(220, 11214)
(221, 8324)
(222, 5927)
(223, 10787)
(224, 14512)
(225, 2786)
(226, 7160)
(227, 2124)
(228, 2739)
(229, 16528)
(230, 7515)
(231, 1951)
(232, 9804)
(233, 8583)
(234, 3581)
(235, 1351)
(236, 4616)
(237, 12662)
(238, 6392)
(239, 11926)
(240, 8414)
(241, 1188)
(242, 10121)
(243, 12284)
(244, 1188)
(245, 8232)
(246, 14322)
(247, 8586)
(248, 16836)
(249, 8928)
(250, 1188)
(251, 1188)
(252, 1188)
(253, 1188)
(254, 1188)
(255, 1188)
(256, 1188)
(257, 1188)
(258, 1188)
(259, 1188)
(260, 1188)
(261, 1188)
(262, 1188)
(263, 1188)
(264, 1188)
(265, 1188)
(266, 1188)
(267, 1188)
(268, 1188)
(269, 1188)
(270, 1188)
(271, 1188)
(272, 1188)
(273, 1188)
(274, 1188)
(275, 1188)
(276, 1188)
(277, 1188)
(278, 1188)
(279, 1188)
(280, 1188)
(281, 1188)
(282, 1188)
(283, 1188)
(284, 1188)
(285, 1188)
(286, 1188)
(287, 1188)
(288, 1188)
(289, 1188)
(290, 1188)
(291, 1188)
(292, 1188)
(293, 1188)
(294, 1188)
(295, 1188)
(296, 1188)
(297, 1188)
(298, 1188)
(299, 1188)
(300, 1188)
(301, 1188)
(302, 1188)
(303, 1188)
(304, 1188)
(305, 1188)
(306, 1188)
(307, 1188)
(308, 1188)
(309, 1188)
(310, 1188)
(311, 1188)
(312, 1188)
(313, 1188)
(314, 1188)
(315, 1188)
(316, 1188)
(317, 1188)
(318, 1188)
(319, 1188)
(320, 1188)
(321, 1188)
(322, 1188)
(323, 1188)
(324, 1188)
(325, 1188)
(326, 1188)
(327, 1188)
(328, 1188)
(329, 1188)
(330, 1188)
(331, 1188)
(332, 1188)
(333, 1188)
(334, 1188)
(335, 1188)
(336, 1188)
(337, 1188)
(338, 1188)
(339, 1188)
(340, 1188)
(341, 1188)
(342, 1188)
(343, 1188)
(344, 1188)
(345, 1188)
(346, 1188)
(347, 1188)
(348, 1188)
(349, 1188)
(350, 1188)
(351, 1188)
(352, 1188)
(353, 1188)
(354, 1188)
(355, 1188)
(356, 1188)
(357, 1188)
(358, 1188)
(359, 1188)
(360, 1188)
(361, 1188)
(362, 1188)
(363, 1188)
(364, 1188)
(365, 1188)
(366, 1188)
(367, 1188)
(368, 1188)
(369, 1188)
(370, 1188)
(371, 1188)
(372, 1188)
(373, 1188)
(374, 1188)
(375, 1188)
(376, 1188)
(377, 1188)
(378, 1188)
(379, 1188)
(380, 1188)
(381, 1188)
(382, 1188)
(383, 1188)
(384, 1188)
(385, 1188)
(386, 1188)
(387, 1188)
(388, 1188)
(389, 1188)
(390, 1188)
(391, 1188)
(392, 1188)
(393, 1188)
(394, 1188)
(395, 1188)
(396, 1188)
(397, 1188)
(398, 1188)
(399, 1188)
(400, 1188)
(401, 1188)
(402, 1188)
(403, 1188)
(404, 1188)
(405, 1188)
(406, 1188)
(407, 1188)
(408, 1188)
(409, 1188)
(410, 1188)
(411, 1188)
(412, 1188)
(413, 1188)
(414, 1188)
(415, 1188)
(416, 1188)
(417, 1188)
(418, 1188)
(419, 1188)
(420, 1188)
(421, 1188)
(422, 1188)
(423, 1188)
(424, 1188)
(425, 1188)
(426, 1188)
(427, 1188)
(428, 1188)
(429, 1188)
(430, 1188)
(431, 1188)
(432, 1188)
(433, 1188)
(434, 1188)
(435, 1188)
(436, 1188)
(437, 1188)
(438, 1188)
(439, 1188)
(440, 1188)
(441, 1188)
