(0, 989)
(1, 989)
(2, 989)
(3, 1024)
(4, 1011)
(5, 1013)
(6, 989)
(7, 989)
(8, 989)
(9, 989)
(10, 989)
(11, 1012)
(12, 1032)
(13, 989)
(14, 1033)
(15, 989)
(16, 1002)
(17, 1021)
(18, 989)
(19, 989)
(20, 989)
(21, 1000)
(22, 989)
(23, 989)
(24, 989)
(25, 1010)
(26, 989)
(27, 989)
(28, 989)
(29, 989)
(30, 989)
(31, 1011)
(32, 989)
(33, 993)
(34, 989)
(35, 989)
(36, 989)
(37, 997)
(38, 999)
(39, 989)
(40, 997)
(41, 989)
(42, 989)
(43, 989)
(44, 1005)
(45, 989)
(46, 989)
(47, 1004)
(48, 991)
(49, 989)
(50, 989)
(51, 1007)
(52, 1011)
(53, 997)
(54, 989)
(55, 989)
(56, 1003)
(57, 1024)
(58, 10843)
(59, 6795)
(60, 10445)
(61, 3859)
(62, 5565)
(63, 989)
(64, 8181)
(65, 5605)
(66, 5210)
(67, 1866)
(68, 5611)
(69, 8027)
(70, 8401)
(71, 11243)
(72, 6764)
(73, 3013)
(74, 8702)
(75, 2794)
(76, 5511)
(77, 2463)
(78, 10820)
(79, 6849)
(80, 9323)
(81, 2501)
(82, 8333)
(83, 2205)
(84, 3317)
(85, 3535)
(86, 10115)
(87, 8112)
(88, 7136)
(89, 8255)
(90, 9156)
(91, 2587)
(92, 13052)
(93, 4599)
(94, 7037)
(95, 8408)
(96, 3929)
(97, 8195)
(98, 5709)
(99, 3071)
(100, 2091)
(101, 2350)
(102, 2893)
(103, 1447)
(104, 9283)
(105, 7912)
(106, 5648)
(107, 9016)
(108, 5893)
(109, 6272)
(110, 9276)
(111, 7355)
(112, 7550)
(113, 5425)
(114, 8132)
(115, 989)
(116, 989)
(117, 989)
(118, 3052)
(119, 11607)
(120, 7357)
(121, 1600)
(122, 10985)
(123, 10578)
(124, 8384)
(125, 13603)
(126, 3516)
(127, 5393)
(128, 4557)
(129, 4732)
(130, 11433)
(131, 5519)
(132, 3569)
(133, 10157)
(134, 6841)
(135, 5752)
(136, 989)
(137, 11839)
(138, 9133)
(139, 8166)
(140, 5907)
(141, 6049)
(142, 4663)
(143, 8213)
(144, 11230)
(145, 2875)
(146, 8630)
(147, 9196)
(148, 1896)
(149, 5750)
(150, 3609)
(151, 11279)
(152, 7269)
(153, 11290)
(154, 10059)
(155, 2294)
(156, 2145)
(157, 9569)
(158, 1974)
(159, 11731)
(160, 4611)
(161, 8592)
(162, 10839)
(163, 11253)
(164, 7671)
(165, 9838)
(166, 8591)
(167, 9033)
(168, 8572)
(169, 11586)
(170, 2437)
(171, 6188)
(172, 6410)
(173, 10384)
(174, 6352)
(175, 7185)
(176, 989)
(177, 8196)
(178, 2541)
(179, 9748)
(180, 4174)
(181, 9859)
(182, 2494)
(183, 1581)
(184, 5544)
