(0, 977)
(1, 957)
(2, 957)
(3, 962)
(4, 957)
(5, 996)
(6, 957)
(7, 965)
(8, 975)
(9, 957)
(10, 957)
(11, 957)
(12, 957)
(13, 957)
(14, 957)
(15, 989)
(16, 966)
(17, 977)
(18, 957)
(19, 957)
(20, 957)
(21, 957)
(22, 973)
(23, 957)
(24, 957)
(25, 961)
(26, 957)
(27, 963)
(28, 977)
(29, 957)
(30, 994)
(31, 957)
(32, 967)
(33, 963)
(34, 957)
(35, 965)
(36, 957)
(37, 957)
(38, 967)
(39, 957)
(40, 957)
(41, 957)
(42, 974)
(43, 965)
(44, 981)
(45, 957)
(46, 957)
(47, 968)
(48, 972)
(49, 969)
(50, 967)
(51, 957)
(52, 994)
(53, 957)
(54, 957)
(55, 991)
(56, 976)
(57, 983)
(58, 957)
(59, 987)
(60, 973)
(61, 957)
(62, 961)
(63, 957)
(64, 957)
(65, 957)
(66, 957)
(67, 963)
(68, 972)
(69, 957)
(70, 957)
(71, 957)
(72, 957)
(73, 962)
(74, 965)
(75, 970)
(76, 957)
(77, 957)
(78, 957)
(79, 978)
(80, 957)
(81, 957)
(82, 957)
(83, 957)
(84, 959)
(85, 986)
(86, 957)
(87, 963)
(88, 957)
(89, 957)
(90, 966)
(91, 957)
(92, 963)
(93, 965)
(94, 957)
(95, 990)
(96, 957)
(97, 978)
(98, 957)
(99, 957)
(100, 974)
(101, 969)
(102, 1005)
(103, 961)
(104, 957)
(105, 957)
(106, 970)
(107, 957)
(108, 957)
(109, 968)
(110, 982)
(111, 980)
(112, 957)
(113, 957)
(114, 963)
(115, 972)
(116, 957)
(117, 957)
(118, 957)
(119, 983)
(120, 957)
(121, 980)
(122, 957)
(123, 963)
(124, 957)
(125, 957)
(126, 971)
(127, 981)
(128, 994)
(129, 996)
(130, 1006)
(131, 957)
(132, 970)
(133, 957)
(134, 957)
(135, 957)
(136, 1023)
(137, 981)
(138, 957)
(139, 957)
(140, 957)
(141, 957)
(142, 957)
(143, 961)
(144, 957)
(145, 974)
(146, 973)
(147, 977)
(148, 980)
(149, 972)
(150, 957)
(151, 957)
(152, 957)
(153, 962)
(154, 962)
(155, 972)
(156, 957)
(157, 991)
(158, 957)
(159, 1009)
(160, 982)
(161, 957)
(162, 957)
(163, 976)
(164, 957)
(165, 963)
(166, 981)
(167, 1004)
(168, 973)
(169, 957)
(170, 957)
(171, 984)
(172, 991)
(173, 957)
(174, 964)
(175, 957)
(176, 957)
(177, 975)
(178, 957)
(179, 970)
(180, 962)
(181, 965)
(182, 957)
(183, 975)
(184, 959)
(185, 957)
(186, 957)
(187, 957)
(188, 986)
(189, 957)
(190, 957)
(191, 963)
(192, 987)
(193, 975)
(194, 967)
(195, 957)
(196, 966)
(197, 957)
(198, 957)
(199, 968)
(200, 957)
(201, 957)
(202, 957)
(203, 957)
(204, 1008)
(205, 977)
(206, 977)
(207, 957)
(208, 987)
(209, 957)
(210, 968)
(211, 975)
(212, 957)
(213, 957)
(214, 983)
(215, 974)
(216, 991)
(217, 960)
(218, 957)
(219, 957)
(220, 1001)
(221, 987)
(222, 957)
(223, 957)
(224, 972)
(225, 957)
(226, 970)
(227, 967)
(228, 957)
(229, 957)
(230, 967)
(231, 965)
(232, 964)
(233, 9468)
(234, 11307)
(235, 8246)
(236, 9974)
(237, 10954)
(238, 3837)
(239, 8236)
(240, 7810)
(241, 3406)
(242, 6963)
(243, 9191)
(244, 9849)
(245, 10037)
(246, 7249)
(247, 10544)
(248, 3565)
(249, 8381)
(250, 957)
(251, 957)
(252, 957)
(253, 957)
(254, 957)
(255, 957)
(256, 957)
(257, 957)
(258, 957)
(259, 957)
(260, 957)
(261, 957)
(262, 957)
(263, 957)
(264, 957)
(265, 957)
(266, 957)
(267, 957)
(268, 957)
(269, 957)
(270, 957)
(271, 957)
(272, 957)
(273, 957)
(274, 957)
(275, 957)
(276, 957)
(277, 957)
(278, 957)
(279, 957)
(280, 957)
(281, 957)
(282, 957)
(283, 957)
(284, 957)
(285, 957)
(286, 957)
(287, 957)
(288, 957)
(289, 957)
(290, 957)
(291, 957)
(292, 957)
(293, 957)
(294, 957)
(295, 957)
(296, 957)
(297, 957)
(298, 957)
(299, 957)
(300, 957)
(301, 957)
(302, 957)
(303, 957)
(304, 957)
(305, 957)
(306, 957)
(307, 957)
(308, 957)
(309, 957)
(310, 957)
(311, 957)
(312, 957)
(313, 957)
(314, 957)
(315, 957)
(316, 957)
(317, 957)
(318, 957)
(319, 957)
(320, 957)
(321, 957)
(322, 957)
(323, 957)
(324, 957)
(325, 957)
(326, 957)
(327, 957)
(328, 957)
(329, 957)
(330, 957)
(331, 957)
(332, 957)
(333, 957)
(334, 957)
(335, 957)
(336, 957)
(337, 957)
(338, 957)
(339, 957)
(340, 957)
(341, 957)
(342, 957)
(343, 957)
(344, 957)
(345, 957)
(346, 957)
(347, 957)
(348, 957)
(349, 957)
(350, 957)
(351, 957)
(352, 957)
(353, 957)
(354, 957)
(355, 957)
(356, 957)
(357, 957)
(358, 957)
(359, 957)
(360, 957)
(361, 957)
(362, 957)
(363, 957)
(364, 957)
(365, 957)
(366, 957)
(367, 957)
(368, 957)
(369, 957)
(370, 957)
(371, 957)
(372, 957)
(373, 957)
(374, 957)
(375, 957)
(376, 957)
(377, 957)
(378, 957)
(379, 957)
(380, 957)
(381, 957)
(382, 957)
(383, 957)
(384, 957)
(385, 957)
(386, 957)
(387, 957)
(388, 957)
(389, 957)
(390, 957)
(391, 957)
(392, 957)
(393, 957)
(394, 957)
(395, 957)
(396, 957)
(397, 957)
(398, 957)
(399, 957)
(400, 957)
(401, 957)
(402, 957)
(403, 957)
(404, 957)
(405, 957)
(406, 957)
(407, 957)
(408, 957)
(409, 957)
(410, 957)
(411, 957)
(412, 957)
(413, 957)
(414, 957)
(415, 957)
(416, 957)
(417, 957)
(418, 957)
(419, 957)
(420, 957)
(421, 957)
(422, 957)
(423, 957)
(424, 957)
(425, 957)
(426, 957)
(427, 957)
(428, 957)
(429, 957)
(430, 957)
(431, 957)
(432, 957)
(433, 957)
(434, 957)
(435, 957)
(436, 957)
(437, 957)
(438, 957)
(439, 957)
(440, 957)
(441, 957)
(442, 957)
(443, 957)
(444, 957)
(445, 957)
(446, 957)
(447, 957)
(448, 957)
(449, 957)
(450, 957)
(451, 957)
(452, 957)
(453, 957)
(454, 957)
(455, 957)
(456, 957)
(457, 957)
(458, 957)
(459, 957)
(460, 957)
(461, 957)
(462, 957)
(463, 957)
(464, 957)
(465, 957)
(466, 957)
(467, 957)
(468, 957)
(469, 957)
(470, 957)
(471, 957)
(472, 957)
(473, 957)
(474, 957)
(475, 957)
(476, 957)
(477, 957)
(478, 957)
(479, 957)
(480, 957)
(481, 957)
(482, 957)
(483, 957)
(484, 957)
(485, 957)
(486, 957)
(487, 957)
(488, 957)
(489, 957)
(490, 957)
(491, 957)
(492, 957)
(493, 957)
(494, 957)
(495, 957)
(496, 957)
(497, 957)
(498, 957)
(499, 957)
